name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
,3406,909501742,1090,1089,1,53.77,1,5,800,footway,10,"LINESTRING (-111.9301074 33.4252678, -111.9300775 33.4252162, -111.9300730 33.4251753, -111.9300774 33.4251476, -111.9301029 33.4251221, -111.9301354 33.4251046, -111.9301741 33.4250933, -111.9302147 33.4250877, -111.9302503 33.4250903, -111.9302804 33.4251046, -111.9302960 33.4251260, -111.9303038 33.4251632, -111.9303470 33.4252588)",walk,0,0,,
,3407,909501743,2140,773,1,17.91,1,30,800,service,8,"LINESTRING (-111.9261000 33.4154375, -111.9262927 33.4154363)",walk;bike,0,0,,
,3408,909767551,91,1578,1,9.2,1,24,800,service,8,"LINESTRING (-111.9394786 33.4190668, -111.9394773 33.4189838)",walk;bike,1,0,,
,3409,909767551,1578,91,1,9.2,1,24,800,service,8,"LINESTRING (-111.9394773 33.4189838, -111.9394786 33.4190668)",walk;bike,1,0,,
,3410,909767551,1578,939,1,6.94,1,24,800,service,8,"LINESTRING (-111.9394773 33.4189838, -111.9394775 33.4189212)",walk;bike,1,0,,
,3411,909767551,939,1578,1,6.94,1,24,800,service,8,"LINESTRING (-111.9394775 33.4189212, -111.9394773 33.4189838)",walk;bike,1,0,,
,3412,909767562,1257,197,1,6.61,1,5,800,footway,10,"LINESTRING (-111.9307765 33.4184727, -111.9307751 33.4184131)",walk;bike,0,0,,
,3413,909767562,197,2141,1,4.83,1,5,800,footway,10,"LINESTRING (-111.9307751 33.4184131, -111.9307744 33.4183695)",walk;bike,0,0,,
,3414,909767563,1337,196,1,14.52,1,5,800,footway,10,"LINESTRING (-111.9310776 33.4182672, -111.9310816 33.4183981)",walk;bike,0,0,,
,3415,909767563,196,911,1,6.02,1,5,800,footway,10,"LINESTRING (-111.9310816 33.4183981, -111.9310811 33.4184524)",walk;bike,0,0,,
,3416,909767565,1261,2142,1,10.77,1,5,800,footway,10,"LINESTRING (-111.9316658 33.4182645, -111.9316680 33.4183616)",walk;bike,0,0,,
,3417,909767565,2142,1259,1,9.78,1,5,800,footway,10,"LINESTRING (-111.9316680 33.4183616, -111.9316690 33.4184498)",walk;bike,0,0,,
,3418,909767565,1259,907,1,5.85,1,5,800,footway,10,"LINESTRING (-111.9316690 33.4184498, -111.9317264 33.4184282)",walk;bike,0,0,,
,3419,909767565,907,1297,1,4.25,1,5,800,footway,10,"LINESTRING (-111.9317264 33.4184282, -111.9317701 33.4184168)",walk;bike,0,0,,
,3420,909767567,1310,311,1,6.61,1,5,800,footway,10,"LINESTRING (-111.9341519 33.4161744, -111.9341510 33.4161148)",walk,0,0,,
,3421,909767567,311,2143,1,5.69,1,5,800,footway,10,"LINESTRING (-111.9341510 33.4161148, -111.9341510 33.4160635)",walk,0,0,,
,3422,909767568,1584,2144,1,9.07,1,5,800,footway,10,"LINESTRING (-111.9331686 33.4160157, -111.9332661 33.4160150)",walk,0,0,,
,3423,909767568,2144,2145,1,5.66,1,5,800,footway,10,"LINESTRING (-111.9332661 33.4160150, -111.9333270 33.4160151)",walk,0,0,,
,3424,909767569,2146,314,1,5.37,1,5,800,footway,10,"LINESTRING (-111.9333798 33.4160724, -111.9333800 33.4161208)",walk,0,0,,
,3425,909767569,314,2147,1,5.84,1,5,800,footway,10,"LINESTRING (-111.9333800 33.4161208, -111.9333815 33.4161735)",walk,0,0,,
,3426,909767570,2147,1317,1,6.6,1,5,800,footway,10,"LINESTRING (-111.9333815 33.4161735, -111.9333790 33.4162330)",walk,0,0,,
,3427,909817871,2138,2148,1,68.9,1,24,800,service,8,"LINESTRING (-111.9279490 33.4172760, -111.9280470 33.4172758, -111.9286901 33.4172745)",walk;bike,1,0,,
,3428,909817871,2148,2138,1,68.9,1,24,800,service,8,"LINESTRING (-111.9286901 33.4172745, -111.9280470 33.4172758, -111.9279490 33.4172760)",walk;bike,1,0,,
,3429,909817873,2149,797,1,22.47,1,24,800,service,8,"LINESTRING (-111.9276734 33.4183693, -111.9276769 33.4184991, -111.9277010 33.4185691)",walk;bike,0,0,,
,3430,909817874,2150,797,1,5.05,1,5,800,footway,10,"LINESTRING (-111.9277487 33.4185474, -111.9277010 33.4185691)",walk,0,0,,
,3431,909817874,797,1056,1,7.35,1,5,800,footway,10,"LINESTRING (-111.9277010 33.4185691, -111.9276298 33.4185979)",walk,0,0,,
,3432,909817877,1335,200,1,8.25,1,5,800,footway,10,"LINESTRING (-111.9289583 33.4183595, -111.9289596 33.4183758, -111.9289538 33.4184337)",walk;bike,0,0,,
,3433,909817877,200,1251,1,10.07,1,5,800,footway,10,"LINESTRING (-111.9289538 33.4184337, -111.9289469 33.4185243)",walk;bike,0,0,,
,3434,909817877,1251,872,1,8.52,1,5,800,footway,10,"LINESTRING (-111.9289469 33.4185243, -111.9288557 33.4185321)",walk;bike,0,0,,
,3435,909817877,872,1433,1,10.28,1,5,800,footway,10,"LINESTRING (-111.9288557 33.4185321, -111.9287457 33.4185416)",walk;bike,0,0,,
,3436,909817882,1924,2151,1,1.13,1,24,800,service,8,"LINESTRING (-111.9291104 33.4198951, -111.9291095 33.4199053)",walk;bike,1,0,,
,3437,909817882,2151,1924,1,1.13,1,24,800,service,8,"LINESTRING (-111.9291095 33.4199053, -111.9291104 33.4198951)",walk;bike,1,0,,
,3438,909817882,2151,1247,1,14.34,1,24,800,service,8,"LINESTRING (-111.9291095 33.4199053, -111.9291043 33.4199256, -111.9290961 33.4199428, -111.9290724 33.4199585, -111.9289958 33.4199665)",walk;bike,1,0,,
,3439,909817882,1247,2151,1,14.34,1,24,800,service,8,"LINESTRING (-111.9289958 33.4199665, -111.9290724 33.4199585, -111.9290961 33.4199428, -111.9291043 33.4199256, -111.9291095 33.4199053)",walk;bike,1,0,,
,3440,909817882,1247,874,1,8.62,1,24,800,service,8,"LINESTRING (-111.9289958 33.4199665, -111.9289036 33.4199746)",walk;bike,1,0,,
,3441,909817882,874,1247,1,8.62,1,24,800,service,8,"LINESTRING (-111.9289036 33.4199746, -111.9289958 33.4199665)",walk;bike,1,0,,
,3442,909817904,1875,1921,1,121.45,1,5,800,footway,10,"LINESTRING (-111.9367510 33.4220553, -111.9380573 33.4220580)",walk;bike,0,0,,
,3443,909817904,1921,2152,1,2.27,1,5,800,footway,10,"LINESTRING (-111.9380573 33.4220580, -111.9380817 33.4220584)",walk;bike,0,0,,
,3444,909817905,1912,2153,1,77.75,1,5,800,footway,10,"LINESTRING (-111.9398477 33.4218126, -111.9398108 33.4218298, -111.9397546 33.4218399, -111.9390180 33.4218402)",walk;bike,0,0,,
,3445,909817905,2153,1918,1,72.75,1,5,800,footway,10,"LINESTRING (-111.9390180 33.4218402, -111.9382355 33.4218418)",walk;bike,0,0,,
East University Drive,3446,909817906,506,1914,1,8.52,2,56,1600,secondary,4,"LINESTRING (-111.9366624 33.4219915, -111.9367540 33.4219909)",auto;bike;walk,0,0,,
East University Drive,3447,909817906,1914,1920,1,121.73,2,56,1600,secondary,4,"LINESTRING (-111.9367540 33.4219909, -111.9380634 33.4219877)",auto;bike;walk,0,0,,
East University Drive,3448,909817906,1920,842,1,8.01,2,56,1600,secondary,4,"LINESTRING (-111.9380634 33.4219877, -111.9381496 33.4219875)",auto;bike;walk,0,0,,
,3449,909817911,2154,103,1,157.59,1,5,800,footway,10,"LINESTRING (-111.9398063 33.4191464, -111.9397452 33.4191570, -111.9394809 33.4191596, -111.9387913 33.4191645, -111.9382171 33.4191671, -111.9381853 33.4191620, -111.9381214 33.4191340)",walk,0,0,,
,3450,909817911,103,1581,1,6.4,1,5,800,footway,10,"LINESTRING (-111.9381214 33.4191340, -111.9380593 33.4191091)",walk,0,0,,
,3451,909817912,1577,92,1,8.92,1,5,800,footway,10,"LINESTRING (-111.9398089 33.4189879, -111.9398011 33.4190066, -111.9398030 33.4190672)",walk,0,0,,
,3452,909817912,92,2154,1,8.79,1,5,800,footway,10,"LINESTRING (-111.9398030 33.4190672, -111.9398063 33.4191464)",walk,0,0,,
,3453,909817912,2154,644,1,4.62,1,5,800,footway,10,"LINESTRING (-111.9398063 33.4191464, -111.9398559 33.4191444)",walk,0,0,,
,3454,909817912,644,647,1,16.98,1,5,800,footway,10,"LINESTRING (-111.9398559 33.4191444, -111.9398959 33.4191422, -111.9399761 33.4191400, -111.9400382 33.4191362)",walk,0,0,,
,3455,909817912,647,33,1,13.71,1,5,800,footway,10,"LINESTRING (-111.9400382 33.4191362, -111.9401081 33.4191306, -111.9401076 33.4190658)",walk,0,0,,
,3456,909817912,33,651,1,14.41,1,5,800,footway,10,"LINESTRING (-111.9401076 33.4190658, -111.9401065 33.4189938, -111.9400376 33.4189889)",walk,0,0,,
,3457,909817912,651,643,1,17.31,1,5,800,footway,10,"LINESTRING (-111.9400376 33.4189889, -111.9399738 33.4189884, -111.9398930 33.4189882, -111.9398514 33.4189884)",walk,0,0,,
,3458,909817912,643,1577,1,3.95,1,5,800,footway,10,"LINESTRING (-111.9398514 33.4189884, -111.9398089 33.4189879)",walk,0,0,,
,3459,909817917,1530,108,1,10.19,1,5,800,footway,10,"LINESTRING (-111.9350998 33.4233786, -111.9350637 33.4233815, -111.9349904 33.4233800)",walk,0,0,,
,3460,909817917,108,1493,1,11.16,1,5,800,footway,10,"LINESTRING (-111.9349904 33.4233800, -111.9349097 33.4233801, -111.9348704 33.4233807)",walk,0,0,,
,3461,909817918,1532,145,1,4.3,1,5,800,footway,10,"LINESTRING (-111.9351188 33.4232431, -111.9351160 33.4232044)",walk,0,0,,
,3462,909817918,145,1533,1,5.58,1,5,800,footway,10,"LINESTRING (-111.9351160 33.4232044, -111.9351118 33.4231667, -111.9351044 33.4231559)",walk,0,0,,
,3463,909817918,1533,111,1,12.07,1,5,800,footway,10,"LINESTRING (-111.9351044 33.4231559, -111.9350830 33.4231509, -111.9349755 33.4231541)",walk,0,0,,
,3464,909817918,111,1491,1,9.87,1,5,800,footway,10,"LINESTRING (-111.9349755 33.4231541, -111.9349084 33.4231550, -111.9348693 33.4231547)",walk,0,0,,
,3465,909831581,2155,2156,1,5.58,1,30,800,service,8,"LINESTRING (-111.9287155 33.4209343, -111.9287518 33.4209359, -111.9287751 33.4209392)",walk;bike,0,0,,
,3466,909831581,2156,458,1,35.63,1,30,800,service,8,"LINESTRING (-111.9287751 33.4209392, -111.9288218 33.4209566, -111.9288496 33.4209831, -111.9288713 33.4210193, -111.9288767 33.4210568, -111.9288772 33.4211154, -111.9289515 33.4212016)",walk;bike,0,0,,
,3467,910358218,4,1470,1,8.86,1,30,800,service,8,"LINESTRING (-111.9299266 33.4240263, -111.9298852 33.4239543)",walk;bike,1,0,,
,3468,910358218,1470,4,1,8.86,1,30,800,service,8,"LINESTRING (-111.9298852 33.4239543, -111.9299266 33.4240263)",walk;bike,1,0,,
,3469,910358218,1470,2112,1,146.69,1,30,800,service,8,"LINESTRING (-111.9298852 33.4239543, -111.9297748 33.4237725, -111.9295978 33.4235721, -111.9292903 33.4233489, -111.9290270 33.4235370, -111.9287706 33.4236406)",walk;bike,1,0,,
,3470,910358218,2112,1470,1,146.69,1,30,800,service,8,"LINESTRING (-111.9287706 33.4236406, -111.9290270 33.4235370, -111.9292903 33.4233489, -111.9295978 33.4235721, -111.9297748 33.4237725, -111.9298852 33.4239543)",walk;bike,1,0,,
,3471,913174428,2157,2158,1,24.28,1,24,800,service,8,"LINESTRING (-111.9389901 33.4206300, -111.9389951 33.4208490)",walk;bike,1,0,,
,3472,913174428,2158,2157,1,24.28,1,24,800,service,8,"LINESTRING (-111.9389951 33.4208490, -111.9389901 33.4206300)",walk;bike,1,0,,
,3473,913174428,2158,2153,1,109.91,1,24,800,service,8,"LINESTRING (-111.9389951 33.4208490, -111.9390180 33.4218402)",walk;bike,1,0,,
,3474,913174428,2153,2158,1,109.91,1,24,800,service,8,"LINESTRING (-111.9390180 33.4218402, -111.9389951 33.4208490)",walk;bike,1,0,,
,3475,913174428,2153,840,1,6.38,1,24,800,service,8,"LINESTRING (-111.9390180 33.4218402, -111.9390193 33.4218977)",walk;bike,1,0,,
,3476,913174428,840,2153,1,6.38,1,24,800,service,8,"LINESTRING (-111.9390193 33.4218977, -111.9390180 33.4218402)",walk;bike,1,0,,
,3477,930842394,2159,850,1,23.78,1,30,800,service,8,"LINESTRING (-111.9403000 33.4202717, -111.9402837 33.4202597, -111.9400497 33.4202615)",walk;bike,0,0,,
South Forest Avenue,3478,934465919,378,1917,1,34.08,1,40,1000,residential,6,"LINESTRING (-111.9366651 33.4223635, -111.9366628 33.4220561)",auto;bike;walk,1,0,,
South Forest Avenue,3479,934465919,1917,378,1,34.08,1,40,1000,residential,6,"LINESTRING (-111.9366628 33.4220561, -111.9366651 33.4223635)",auto;bike;walk,1,0,,
South Forest Avenue,3480,934465919,1917,506,1,7.16,1,40,1000,residential,6,"LINESTRING (-111.9366628 33.4220561, -111.9366624 33.4219915)",auto;bike;walk,1,0,,
South Forest Avenue,3481,934465919,506,1917,1,7.16,1,40,1000,residential,6,"LINESTRING (-111.9366624 33.4219915, -111.9366628 33.4220561)",auto;bike;walk,1,0,,
East University Drive,3482,934465920,94,1919,1,7.44,2,56,1600,secondary,4,"LINESTRING (-111.9381506 33.4218987, -111.9380706 33.4219009)",auto;bike;walk,0,0,,
East University Drive,3483,934465920,1919,1915,1,122.22,2,56,1600,secondary,4,"LINESTRING (-111.9380706 33.4219009, -111.9367560 33.4219096)",auto;bike;walk,0,0,,
East University Drive,3484,934465920,1915,35,1,8.83,2,56,1600,secondary,4,"LINESTRING (-111.9367560 33.4219096, -111.9366610 33.4219091)",auto;bike;walk,0,0,,
South Forest Avenue,3485,934465921,506,35,1,9.14,1,40,1000,residential,6,"LINESTRING (-111.9366624 33.4219915, -111.9366610 33.4219091)",auto;bike;walk,1,0,,
South Forest Avenue,3486,934465921,35,506,1,9.14,1,40,1000,residential,6,"LINESTRING (-111.9366610 33.4219091, -111.9366624 33.4219915)",auto;bike;walk,1,0,,
