name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
East 3rd Street,57,5615753,44,43,1,10.24,1,40,800,unclassified,15,"LINESTRING (-111.9399672 33.4273845, -111.9398571 33.4273837)",auto;bike;walk,1,0,,
East 5th Street,58,5619424,45,46,1,11.91,1,48,1200,tertiary,5,"LINESTRING (-111.9394151 33.4255071, -111.9393853 33.4255064, -111.9392870 33.4255037)",auto;bike;walk,1,0,,
East 5th Street,59,5619424,46,45,1,11.91,1,48,1200,tertiary,5,"LINESTRING (-111.9392870 33.4255037, -111.9393853 33.4255064, -111.9394151 33.4255071)",auto;bike;walk,1,0,,
East 5th Street,60,5619424,46,47,1,22.78,1,48,1200,tertiary,5,"LINESTRING (-111.9392870 33.4255037, -111.9390420 33.4255044)",auto;bike;walk,1,0,,
East 5th Street,61,5619424,47,46,1,22.78,1,48,1200,tertiary,5,"LINESTRING (-111.9390420 33.4255044, -111.9392870 33.4255037)",auto;bike;walk,1,0,,
East 5th Street,62,5619424,47,48,1,19.06,1,48,1200,tertiary,5,"LINESTRING (-111.9390420 33.4255044, -111.9388370 33.4255050)",auto;bike;walk,1,0,,
East 5th Street,63,5619424,48,47,1,19.06,1,48,1200,tertiary,5,"LINESTRING (-111.9388370 33.4255050, -111.9390420 33.4255044)",auto;bike;walk,1,0,,
East 5th Street,64,5619424,48,49,1,52.34,1,48,1200,tertiary,5,"LINESTRING (-111.9388370 33.4255050, -111.9382740 33.4255065)",auto;bike;walk,1,0,,
East 5th Street,65,5619424,49,48,1,52.34,1,48,1200,tertiary,5,"LINESTRING (-111.9382740 33.4255065, -111.9388370 33.4255050)",auto;bike;walk,1,0,,
East 5th Street,66,5619424,49,50,1,10.04,1,48,1200,tertiary,5,"LINESTRING (-111.9382740 33.4255065, -111.9381660 33.4255068)",auto;bike;walk,1,0,,
East 5th Street,67,5619424,50,49,1,10.04,1,48,1200,tertiary,5,"LINESTRING (-111.9381660 33.4255068, -111.9382740 33.4255065)",auto;bike;walk,1,0,,
East 5th Street,68,5619424,50,51,1,87.21,1,48,1200,tertiary,5,"LINESTRING (-111.9381660 33.4255068, -111.9372279 33.4255094)",auto;bike;walk,1,0,,
East 5th Street,69,5619424,51,50,1,87.21,1,48,1200,tertiary,5,"LINESTRING (-111.9372279 33.4255094, -111.9381660 33.4255068)",auto;bike;walk,1,0,,
East 5th Street,70,5619424,51,52,1,13.19,1,48,1200,tertiary,5,"LINESTRING (-111.9372279 33.4255094, -111.9370860 33.4255098)",auto;bike;walk,1,0,,
East 5th Street,71,5619424,52,51,1,13.19,1,48,1200,tertiary,5,"LINESTRING (-111.9370860 33.4255098, -111.9372279 33.4255094)",auto;bike;walk,1,0,,
East 5th Street,72,5619424,52,53,1,29.28,1,48,1200,tertiary,5,"LINESTRING (-111.9370860 33.4255098, -111.9367710 33.4255107)",auto;bike;walk,1,0,,
East 5th Street,73,5619424,53,52,1,29.28,1,48,1200,tertiary,5,"LINESTRING (-111.9367710 33.4255107, -111.9370860 33.4255098)",auto;bike;walk,1,0,,
East 5th Street,74,5619424,53,54,1,9.17,1,48,1200,tertiary,5,"LINESTRING (-111.9367710 33.4255107, -111.9366724 33.4255110)",auto;bike;walk,1,0,,
East 5th Street,75,5619424,54,53,1,9.17,1,48,1200,tertiary,5,"LINESTRING (-111.9366724 33.4255110, -111.9367710 33.4255107)",auto;bike;walk,1,0,,
South McAllister Avenue,76,5624529,55,56,1,75.64,1,40,1200,tertiary,5,"LINESTRING (-111.9288523 33.4180544, -111.9288521 33.4177470, -111.9288571 33.4176455, -111.9288750 33.4175250, -111.9288928 33.4174421, -111.9289101 33.4173761)",auto;bike;walk,1,0,,
South McAllister Avenue,77,5624529,56,55,1,75.64,1,40,1200,tertiary,5,"LINESTRING (-111.9289101 33.4173761, -111.9288928 33.4174421, -111.9288750 33.4175250, -111.9288571 33.4176455, -111.9288521 33.4177470, -111.9288523 33.4180544)",auto;bike;walk,1,0,,
South McAllister Avenue,78,5624529,56,57,1,94.91,1,40,1200,tertiary,5,"LINESTRING (-111.9289101 33.4173761, -111.9289519 33.4172679, -111.9290111 33.4171412, -111.9290658 33.4170466, -111.9291629 33.4169067, -111.9292636 33.4167865, -111.9294120 33.4166399)",auto;bike;walk,1,0,,
South McAllister Avenue,79,5624529,57,56,1,94.91,1,40,1200,tertiary,5,"LINESTRING (-111.9294120 33.4166399, -111.9292636 33.4167865, -111.9291629 33.4169067, -111.9290658 33.4170466, -111.9290111 33.4171412, -111.9289519 33.4172679, -111.9289101 33.4173761)",auto;bike;walk,1,0,,
South Packard Drive,80,5630444,5,58,1,10.34,1,30,800,unclassified,15,"LINESTRING (-111.9290798 33.4242989, -111.9291226 33.4243850)",auto;bike;walk,1,0,,
South Packard Drive,81,5630444,58,5,1,10.34,1,30,800,unclassified,15,"LINESTRING (-111.9291226 33.4243850, -111.9290798 33.4242989)",auto;bike;walk,1,0,,
South Packard Drive,82,5630444,58,59,1,30.53,1,30,800,unclassified,15,"LINESTRING (-111.9291226 33.4243850, -111.9291911 33.4245463, -111.9292203 33.4246475)",auto;bike;walk,1,0,,
South Packard Drive,83,5630444,59,58,1,30.53,1,30,800,unclassified,15,"LINESTRING (-111.9292203 33.4246475, -111.9291911 33.4245463, -111.9291226 33.4243850)",auto;bike;walk,1,0,,
South Packard Drive,84,5630444,59,60,1,17.75,1,30,800,unclassified,15,"LINESTRING (-111.9292203 33.4246475, -111.9292367 33.4247290, -111.9292440 33.4248062)",auto;bike;walk,1,0,,
South Packard Drive,85,5630444,60,59,1,17.75,1,30,800,unclassified,15,"LINESTRING (-111.9292440 33.4248062, -111.9292367 33.4247290, -111.9292203 33.4246475)",auto;bike;walk,1,0,,
South Packard Drive,86,5630444,60,61,1,9.89,1,30,800,unclassified,15,"LINESTRING (-111.9292440 33.4248062, -111.9292506 33.4248952)",auto;bike;walk,1,0,,
South Packard Drive,87,5630444,61,60,1,9.89,1,30,800,unclassified,15,"LINESTRING (-111.9292506 33.4248952, -111.9292440 33.4248062)",auto;bike;walk,1,0,,
South Packard Drive,88,5630444,61,62,1,6.49,1,30,800,unclassified,15,"LINESTRING (-111.9292506 33.4248952, -111.9292543 33.4249537)",auto;bike;walk,1,0,,
South Packard Drive,89,5630444,62,61,1,6.49,1,30,800,unclassified,15,"LINESTRING (-111.9292543 33.4249537, -111.9292506 33.4248952)",auto;bike;walk,1,0,,
South Packard Drive,90,5630444,62,63,1,38.14,1,30,800,unclassified,15,"LINESTRING (-111.9292543 33.4249537, -111.9292564 33.4252977)",auto;bike;walk,1,0,,
South Packard Drive,91,5630444,63,62,1,38.14,1,30,800,unclassified,15,"LINESTRING (-111.9292564 33.4252977, -111.9292543 33.4249537)",auto;bike;walk,1,0,,
South Packard Drive,92,5630444,63,64,1,38.8,1,30,800,unclassified,15,"LINESTRING (-111.9292564 33.4252977, -111.9292588 33.4256477)",auto;bike;walk,1,0,,
South Packard Drive,93,5630444,64,63,1,38.8,1,30,800,unclassified,15,"LINESTRING (-111.9292588 33.4256477, -111.9292564 33.4252977)",auto;bike;walk,1,0,,
South Packard Drive,94,5630444,64,65,1,40.0,1,30,800,unclassified,15,"LINESTRING (-111.9292588 33.4256477, -111.9292613 33.4260085)",auto;bike;walk,1,0,,
South Packard Drive,95,5630444,65,64,1,40.0,1,30,800,unclassified,15,"LINESTRING (-111.9292613 33.4260085, -111.9292588 33.4256477)",auto;bike;walk,1,0,,
South Packard Drive,96,5630444,65,66,1,11.81,1,30,800,unclassified,15,"LINESTRING (-111.9292613 33.4260085, -111.9292620 33.4261150)",auto;bike;walk,1,0,,
South Packard Drive,97,5630444,66,65,1,11.81,1,30,800,unclassified,15,"LINESTRING (-111.9292620 33.4261150, -111.9292613 33.4260085)",auto;bike;walk,1,0,,
South Packard Drive,98,5630444,66,67,1,4.06,1,30,800,unclassified,15,"LINESTRING (-111.9292620 33.4261150, -111.9292627 33.4261516)",auto;bike;walk,1,0,,
South Packard Drive,99,5630444,67,66,1,4.06,1,30,800,unclassified,15,"LINESTRING (-111.9292627 33.4261516, -111.9292620 33.4261150)",auto;bike;walk,1,0,,
South Packard Drive,100,5630444,67,68,1,64.42,1,30,800,unclassified,15,"LINESTRING (-111.9292627 33.4261516, -111.9292732 33.4267326)",auto;bike;walk,1,0,,
South Packard Drive,101,5630444,68,67,1,64.42,1,30,800,unclassified,15,"LINESTRING (-111.9292732 33.4267326, -111.9292627 33.4261516)",auto;bike;walk,1,0,,
South Packard Drive,102,5630444,68,69,1,65.81,1,30,800,unclassified,15,"LINESTRING (-111.9292732 33.4267326, -111.9292840 33.4273261)",auto;bike;walk,1,0,,
South Packard Drive,103,5630444,69,68,1,65.81,1,30,800,unclassified,15,"LINESTRING (-111.9292840 33.4273261, -111.9292732 33.4267326)",auto;bike;walk,1,0,,
South Packard Drive,104,5630444,69,70,1,72.52,1,30,800,unclassified,15,"LINESTRING (-111.9292840 33.4273261, -111.9292893 33.4279802)",auto;bike;walk,1,0,,
South Packard Drive,105,5630444,70,69,1,72.52,1,30,800,unclassified,15,"LINESTRING (-111.9292893 33.4279802, -111.9292840 33.4273261)",auto;bike;walk,1,0,,
South Packard Drive,106,5630444,70,71,1,63.18,1,30,800,unclassified,15,"LINESTRING (-111.9292893 33.4279802, -111.9293056 33.4285499)",auto;bike;walk,1,0,,
South Packard Drive,107,5630444,71,70,1,63.18,1,30,800,unclassified,15,"LINESTRING (-111.9293056 33.4285499, -111.9292893 33.4279802)",auto;bike;walk,1,0,,
South Packard Drive,108,5630444,71,72,1,12.96,1,30,800,unclassified,15,"LINESTRING (-111.9293056 33.4285499, -111.9293060 33.4286668)",auto;bike;walk,1,0,,
South Packard Drive,109,5630444,72,71,1,12.96,1,30,800,unclassified,15,"LINESTRING (-111.9293060 33.4286668, -111.9293056 33.4285499)",auto;bike;walk,1,0,,
East 8th Street,110,5636208,73,74,1,11.37,1,48,1200,tertiary,5,"LINESTRING (-111.9262379 33.4209763, -111.9261191 33.4209521)",auto;bike;walk,1,0,,
East 8th Street,111,5636208,74,73,1,11.37,1,48,1200,tertiary,5,"LINESTRING (-111.9261191 33.4209521, -111.9262379 33.4209763)",auto;bike;walk,1,0,,
East 8th Street,112,5636208,74,75,1,1.83,1,48,1200,tertiary,5,"LINESTRING (-111.9261191 33.4209521, -111.9261000 33.4209480)",auto;bike;walk,1,0,,
East 8th Street,113,5636208,75,74,1,1.83,1,48,1200,tertiary,5,"LINESTRING (-111.9261000 33.4209480, -111.9261191 33.4209521)",auto;bike;walk,1,0,,
South Forest Avenue,114,5640924,76,77,1,10.03,1,24,1000,residential,6,"LINESTRING (-111.9366324 33.4174773, -111.9366283 33.4173869)",auto;bike;walk,1,0,,
South Forest Avenue,115,5640924,77,76,1,10.03,1,24,1000,residential,6,"LINESTRING (-111.9366283 33.4173869, -111.9366324 33.4174773)",auto;bike;walk,1,0,,
South Forest Avenue,116,5640924,77,78,1,105.09,1,24,1000,residential,6,"LINESTRING (-111.9366283 33.4173869, -111.9366279 33.4173593, -111.9366160 33.4164391)",auto;bike;walk,1,0,,
South Forest Avenue,117,5640924,78,77,1,105.09,1,24,1000,residential,6,"LINESTRING (-111.9366160 33.4164391, -111.9366279 33.4173593, -111.9366283 33.4173869)",auto;bike;walk,1,0,,
South Forest Avenue,118,5640924,78,79,1,18.45,1,24,1000,residential,6,"LINESTRING (-111.9366160 33.4164391, -111.9366153 33.4163183, -111.9366156 33.4162727)",auto;bike;walk,1,0,,
South Forest Avenue,119,5640924,79,78,1,18.45,1,24,1000,residential,6,"LINESTRING (-111.9366156 33.4162727, -111.9366153 33.4163183, -111.9366160 33.4164391)",auto;bike;walk,1,0,,
South Forest Avenue,120,5640924,79,80,1,7.51,1,24,1000,residential,6,"LINESTRING (-111.9366156 33.4162727, -111.9366150 33.4162050)",auto;bike;walk,1,0,,
South Forest Avenue,121,5640924,80,79,1,7.51,1,24,1000,residential,6,"LINESTRING (-111.9366150 33.4162050, -111.9366156 33.4162727)",auto;bike;walk,1,0,,
South Forest Avenue,122,5640924,80,81,1,7.46,1,24,1000,residential,6,"LINESTRING (-111.9366150 33.4162050, -111.9366127 33.4161377)",auto;bike;walk,1,0,,
South Forest Avenue,123,5640924,81,80,1,7.46,1,24,1000,residential,6,"LINESTRING (-111.9366127 33.4161377, -111.9366150 33.4162050)",auto;bike;walk,1,0,,
South Forest Avenue,124,5640924,81,82,1,79.8,1,24,1000,residential,6,"LINESTRING (-111.9366127 33.4161377, -111.9366121 33.4161007, -111.9366060 33.4154179)",auto;bike;walk,1,0,,
South Forest Avenue,125,5640924,82,81,1,79.8,1,24,1000,residential,6,"LINESTRING (-111.9366060 33.4154179, -111.9366121 33.4161007, -111.9366127 33.4161377)",auto;bike;walk,1,0,,
South Forest Avenue,126,5640924,82,83,1,35.76,1,24,1000,residential,6,"LINESTRING (-111.9366060 33.4154179, -111.9366028 33.4150954)",auto;bike;walk,1,0,,
South Forest Avenue,127,5640924,83,82,1,35.76,1,24,1000,residential,6,"LINESTRING (-111.9366028 33.4150954, -111.9366060 33.4154179)",auto;bike;walk,1,0,,
South Forest Avenue,128,5640924,83,84,1,16.82,1,24,1000,residential,6,"LINESTRING (-111.9366028 33.4150954, -111.9366013 33.4149437)",auto;bike;walk,1,0,,
South Forest Avenue,129,5640924,84,83,1,16.82,1,24,1000,residential,6,"LINESTRING (-111.9366013 33.4149437, -111.9366028 33.4150954)",auto;bike;walk,1,0,,
South Forest Avenue,130,5640924,84,85,1,15.55,1,24,1000,residential,6,"LINESTRING (-111.9366013 33.4149437, -111.9365974 33.4148035)",auto;bike;walk,1,0,,
South Forest Avenue,131,5640924,85,84,1,15.55,1,24,1000,residential,6,"LINESTRING (-111.9365974 33.4148035, -111.9366013 33.4149437)",auto;bike;walk,1,0,,
South Forest Avenue,132,5640924,85,86,1,6.93,1,24,1000,residential,6,"LINESTRING (-111.9365974 33.4148035, -111.9365984 33.4147410)",auto;bike;walk,1,0,,
South Forest Avenue,133,5640924,86,85,1,6.93,1,24,1000,residential,6,"LINESTRING (-111.9365984 33.4147410, -111.9365974 33.4148035)",auto;bike;walk,1,0,,
South Forest Avenue,134,5640932,87,88,1,13.7,1,40,1000,residential,6,"LINESTRING (-111.9370825 33.4144000, -111.9370852 33.4145236)",auto;bike;walk,1,0,,
South Forest Avenue,135,5640932,88,87,1,13.7,1,40,1000,residential,6,"LINESTRING (-111.9370852 33.4145236, -111.9370825 33.4144000)",auto;bike;walk,1,0,,
East 10th Street,136,5643860,89,90,1,36.6,1,24,1000,residential,6,"LINESTRING (-111.9381322 33.4190867, -111.9381900 33.4190773, -111.9385248 33.4190744)",auto;bike;walk,1,0,,
East 10th Street,137,5643860,90,89,1,36.6,1,24,1000,residential,6,"LINESTRING (-111.9385248 33.4190744, -111.9381900 33.4190773, -111.9381322 33.4190867)",auto;bike;walk,1,0,,
East 10th Street,138,5643860,90,91,1,88.68,1,24,1000,residential,6,"LINESTRING (-111.9385248 33.4190744, -111.9394786 33.4190668)",auto;bike;walk,1,0,,
East 10th Street,139,5643860,91,90,1,88.68,1,24,1000,residential,6,"LINESTRING (-111.9394786 33.4190668, -111.9385248 33.4190744)",auto;bike;walk,1,0,,
East 10th Street,140,5643860,91,92,1,30.16,1,24,1000,residential,6,"LINESTRING (-111.9394786 33.4190668, -111.9397690 33.4190666, -111.9398030 33.4190672)",auto;bike;walk,1,0,,
East 10th Street,141,5643860,92,91,1,30.16,1,24,1000,residential,6,"LINESTRING (-111.9398030 33.4190672, -111.9397690 33.4190666, -111.9394786 33.4190668)",auto;bike;walk,1,0,,
East 10th Street,142,5643860,92,93,1,4.68,1,24,1000,residential,6,"LINESTRING (-111.9398030 33.4190672, -111.9398533 33.4190667)",auto;bike;walk,1,0,,
East 10th Street,143,5643860,93,92,1,4.68,1,24,1000,residential,6,"LINESTRING (-111.9398533 33.4190667, -111.9398030 33.4190672)",auto;bike;walk,1,0,,
South Myrtle Avenue,144,5658805,94,95,1,6.32,1,24,1000,residential,6,"LINESTRING (-111.9381506 33.4218987, -111.9381490 33.4218417)",auto;bike;walk,1,0,,
South Myrtle Avenue,145,5658805,95,94,1,6.32,1,24,1000,residential,6,"LINESTRING (-111.9381490 33.4218417, -111.9381506 33.4218987)",auto;bike;walk,1,0,,
South Myrtle Avenue,146,5658805,95,96,1,69.41,1,24,1000,residential,6,"LINESTRING (-111.9381490 33.4218417, -111.9381410 33.4212157)",auto;bike;walk,1,0,,
South Myrtle Avenue,147,5658805,96,95,1,69.41,1,24,1000,residential,6,"LINESTRING (-111.9381410 33.4212157, -111.9381490 33.4218417)",auto;bike;walk,1,0,,
South Myrtle Avenue,148,5658805,96,97,1,77.65,1,24,1000,residential,6,"LINESTRING (-111.9381410 33.4212157, -111.9381320 33.4205154)",auto;bike;walk,1,0,,
South Myrtle Avenue,149,5658805,97,96,1,77.65,1,24,1000,residential,6,"LINESTRING (-111.9381320 33.4205154, -111.9381410 33.4212157)",auto;bike;walk,1,0,,
South Myrtle Avenue,150,5658805,97,98,1,24.31,1,24,1000,residential,6,"LINESTRING (-111.9381320 33.4205154, -111.9381258 33.4202962)",auto;bike;walk,1,0,,
South Myrtle Avenue,151,5658805,98,97,1,24.31,1,24,1000,residential,6,"LINESTRING (-111.9381258 33.4202962, -111.9381320 33.4205154)",auto;bike;walk,1,0,,
South Myrtle Avenue,152,5658805,98,99,1,8.03,1,24,1000,residential,6,"LINESTRING (-111.9381258 33.4202962, -111.9381248 33.4202238)",auto;bike;walk,1,0,,
South Myrtle Avenue,153,5658805,99,98,1,8.03,1,24,1000,residential,6,"LINESTRING (-111.9381248 33.4202238, -111.9381258 33.4202962)",auto;bike;walk,1,0,,
South Myrtle Avenue,154,5658805,99,100,1,13.53,1,24,1000,residential,6,"LINESTRING (-111.9381248 33.4202238, -111.9381226 33.4201018)",auto;bike;walk,1,0,,
South Myrtle Avenue,155,5658805,100,99,1,13.53,1,24,1000,residential,6,"LINESTRING (-111.9381226 33.4201018, -111.9381248 33.4202238)",auto;bike;walk,1,0,,
South Myrtle Avenue,156,5658805,100,101,1,15.43,1,24,1000,residential,6,"LINESTRING (-111.9381226 33.4201018, -111.9381211 33.4199626)",auto;bike;walk,1,0,,
South Myrtle Avenue,157,5658805,101,100,1,15.43,1,24,1000,residential,6,"LINESTRING (-111.9381211 33.4199626, -111.9381226 33.4201018)",auto;bike;walk,1,0,,
South Myrtle Avenue,158,5658805,101,102,1,30.85,1,24,1000,residential,6,"LINESTRING (-111.9381211 33.4199626, -111.9381172 33.4196844)",auto;bike;walk,1,0,,
South Myrtle Avenue,159,5658805,102,101,1,30.85,1,24,1000,residential,6,"LINESTRING (-111.9381172 33.4196844, -111.9381211 33.4199626)",auto;bike;walk,1,0,,
South Myrtle Avenue,160,5658805,102,103,1,61.02,1,24,1000,residential,6,"LINESTRING (-111.9381172 33.4196844, -111.9381214 33.4191340)",auto;bike;walk,1,0,,
South Myrtle Avenue,161,5658805,103,102,1,61.02,1,24,1000,residential,6,"LINESTRING (-111.9381214 33.4191340, -111.9381172 33.4196844)",auto;bike;walk,1,0,,
South Myrtle Avenue,162,5658805,103,89,1,5.34,1,24,1000,residential,6,"LINESTRING (-111.9381214 33.4191340, -111.9381322 33.4190867)",auto;bike;walk,1,0,,
South Myrtle Avenue,163,5658805,89,103,1,5.34,1,24,1000,residential,6,"LINESTRING (-111.9381322 33.4190867, -111.9381214 33.4191340)",auto;bike;walk,1,0,,
South College Avenue,164,5660964,104,105,1,78.01,1,40,1200,tertiary,5,"LINESTRING (-111.9349858 33.4250908, -111.9349838 33.4248448, -111.9349821 33.4243872)",auto;bike;walk,1,0,,
South College Avenue,165,5660964,105,104,1,78.01,1,40,1200,tertiary,5,"LINESTRING (-111.9349821 33.4243872, -111.9349838 33.4248448, -111.9349858 33.4250908)",auto;bike;walk,1,0,,
South College Avenue,166,5660964,105,20,1,6.04,1,40,1200,tertiary,5,"LINESTRING (-111.9349821 33.4243872, -111.9349819 33.4243327)",auto;bike;walk,1,0,,
South College Avenue,167,5660964,20,105,1,6.04,1,40,1200,tertiary,5,"LINESTRING (-111.9349819 33.4243327, -111.9349821 33.4243872)",auto;bike;walk,1,0,,
South College Avenue,168,5660964,20,106,1,7.2,1,40,1200,tertiary,5,"LINESTRING (-111.9349819 33.4243327, -111.9349810 33.4242678)",auto;bike;walk,1,0,,
South College Avenue,169,5660964,106,20,1,7.2,1,40,1200,tertiary,5,"LINESTRING (-111.9349810 33.4242678, -111.9349819 33.4243327)",auto;bike;walk,1,0,,
South College Avenue,170,5660964,106,107,1,86.01,1,40,1200,tertiary,5,"LINESTRING (-111.9349810 33.4242678, -111.9349897 33.4234920)",auto;bike;walk,1,0,,
South College Avenue,171,5660964,107,106,1,86.01,1,40,1200,tertiary,5,"LINESTRING (-111.9349897 33.4234920, -111.9349810 33.4242678)",auto;bike;walk,1,0,,
South College Avenue,172,5660964,107,108,1,12.42,1,40,1200,tertiary,5,"LINESTRING (-111.9349897 33.4234920, -111.9349904 33.4233800)",auto;bike;walk,1,0,,
South College Avenue,173,5660964,108,107,1,12.42,1,40,1200,tertiary,5,"LINESTRING (-111.9349904 33.4233800, -111.9349897 33.4234920)",auto;bike;walk,1,0,,
South College Avenue,174,5660964,108,109,1,9.2,1,40,1200,tertiary,5,"LINESTRING (-111.9349904 33.4233800, -111.9349911 33.4233422, -111.9349907 33.4232970)",auto;bike;walk,1,0,,
South College Avenue,175,5660964,109,108,1,9.2,1,40,1200,tertiary,5,"LINESTRING (-111.9349907 33.4232970, -111.9349911 33.4233422, -111.9349904 33.4233800)",auto;bike;walk,1,0,,
South College Avenue,176,5660964,109,110,1,10.17,1,40,1200,tertiary,5,"LINESTRING (-111.9349907 33.4232970, -111.9349769 33.4232060)",auto;bike;walk,1,0,,
South College Avenue,177,5660964,110,109,1,10.17,1,40,1200,tertiary,5,"LINESTRING (-111.9349769 33.4232060, -111.9349907 33.4232970)",auto;bike;walk,1,0,,
South College Avenue,178,5660964,110,111,1,5.76,1,40,1200,tertiary,5,"LINESTRING (-111.9349769 33.4232060, -111.9349755 33.4231541)",auto;bike;walk,1,0,,
South College Avenue,179,5660964,111,110,1,5.76,1,40,1200,tertiary,5,"LINESTRING (-111.9349755 33.4231541, -111.9349769 33.4232060)",auto;bike;walk,1,0,,
South College Avenue,180,5660964,111,112,1,60.36,1,40,1200,tertiary,5,"LINESTRING (-111.9349755 33.4231541, -111.9349743 33.4231162, -111.9349706 33.4226097)",auto;bike;walk,1,0,,
South College Avenue,181,5660964,112,111,1,60.36,1,40,1200,tertiary,5,"LINESTRING (-111.9349706 33.4226097, -111.9349743 33.4231162, -111.9349755 33.4231541)",auto;bike;walk,1,0,,
South College Avenue,182,5660964,112,113,1,58.77,1,40,1200,tertiary,5,"LINESTRING (-111.9349706 33.4226097, -111.9349677 33.4220796)",auto;bike;walk,1,0,,
South College Avenue,183,5660964,113,112,1,58.77,1,40,1200,tertiary,5,"LINESTRING (-111.9349677 33.4220796, -111.9349706 33.4226097)",auto;bike;walk,1,0,,
South College Avenue,184,5660964,113,114,1,8.59,1,40,1200,tertiary,5,"LINESTRING (-111.9349677 33.4220796, -111.9349690 33.4220021)",auto;bike;walk,1,0,,
South College Avenue,185,5660964,114,113,1,8.59,1,40,1200,tertiary,5,"LINESTRING (-111.9349690 33.4220021, -111.9349677 33.4220796)",auto;bike;walk,1,0,,
West 12th Street,186,5662409,115,116,1,29.67,1,30,1000,residential,6,"LINESTRING (-111.9399810 33.4162084, -111.9400367 33.4162052, -111.9403000 33.4162033)",auto;bike;walk,1,0,,
West 12th Street,187,5662409,116,115,1,29.67,1,30,1000,residential,6,"LINESTRING (-111.9403000 33.4162033, -111.9400367 33.4162052, -111.9399810 33.4162084)",auto;bike;walk,1,0,,
East Lemon Street,188,5663937,117,118,1,6.22,1,24,800,service,8,"LINESTRING (-111.9370673 33.4162376, -111.9370018 33.4162264)",walk;bike,1,0,,
East Lemon Street,189,5663937,118,117,1,6.22,1,24,800,service,8,"LINESTRING (-111.9370018 33.4162264, -111.9370673 33.4162376)",walk;bike,1,0,,
East Lemon Street,190,5663937,118,119,1,27.31,1,24,800,service,8,"LINESTRING (-111.9370018 33.4162264, -111.9368855 33.4162192, -111.9367488 33.4162120, -111.9367087 33.4162100)",walk;bike,1,0,,
East Lemon Street,191,5663937,119,118,1,27.31,1,24,800,service,8,"LINESTRING (-111.9367087 33.4162100, -111.9367488 33.4162120, -111.9368855 33.4162192, -111.9370018 33.4162264)",walk;bike,1,0,,
East Lemon Street,192,5663937,119,80,1,8.73,1,24,800,service,8,"LINESTRING (-111.9367087 33.4162100, -111.9366150 33.4162050)",walk;bike,1,0,,
East Lemon Street,193,5663937,80,119,1,8.73,1,24,800,service,8,"LINESTRING (-111.9366150 33.4162050, -111.9367087 33.4162100)",walk;bike,1,0,,
East Tyler Street,194,5664425,120,121,1,11.29,1,24,1000,residential,6,"LINESTRING (-111.9289334 33.4202593, -111.9288120 33.4202592)",auto;bike;walk,1,0,,
East Tyler Street,195,5664425,121,120,1,11.29,1,24,1000,residential,6,"LINESTRING (-111.9288120 33.4202592, -111.9289334 33.4202593)",auto;bike;walk,1,0,,
East Tyler Street,196,5664425,121,122,1,73.55,1,24,1000,residential,6,"LINESTRING (-111.9288120 33.4202592, -111.9287742 33.4202597, -111.9281091 33.4202688, -111.9280210 33.4202698)",auto;bike;walk,1,0,,
East Tyler Street,197,5664425,122,121,1,73.55,1,24,1000,residential,6,"LINESTRING (-111.9280210 33.4202698, -111.9281091 33.4202688, -111.9287742 33.4202597, -111.9288120 33.4202592)",auto;bike;walk,1,0,,
East Tyler Street,198,5664425,122,123,1,13.0,1,24,1000,residential,6,"LINESTRING (-111.9280210 33.4202698, -111.9279077 33.4202707, -111.9278824 33.4202775)",auto;bike;walk,1,0,,
East Tyler Street,199,5664425,123,122,1,13.0,1,24,1000,residential,6,"LINESTRING (-111.9278824 33.4202775, -111.9279077 33.4202707, -111.9280210 33.4202698)",auto;bike;walk,1,0,,
East 13th Street,200,5665834,124,23,1,167.81,1,30,1000,residential,6,"LINESTRING (-111.9391660 33.4147167, -111.9390998 33.4147175, -111.9389509 33.4147146, -111.9388947 33.4147102, -111.9388268 33.4147020, -111.9386759 33.4146732, -111.9385770 33.4146636, -111.9384793 33.4146618, -111.9380531 33.4146540, -111.9378899 33.4146534, -111.9376248 33.4146524, -111.9374558 33.4146478, -111.9373669 33.4146466)",auto;bike;walk,0,0,,
West 9th Street,201,5669184,125,126,1,51.21,1,24,1000,residential,6,"LINESTRING (-111.9391522 33.4204981, -111.9392023 33.4204960, -111.9397030 33.4204945)",auto;bike;walk,1,0,,
West 9th Street,202,5669184,126,125,1,51.21,1,24,1000,residential,6,"LINESTRING (-111.9397030 33.4204945, -111.9392023 33.4204960, -111.9391522 33.4204981)",auto;bike;walk,1,0,,
West 9th Street,203,5669184,126,127,1,11.26,1,24,1000,residential,6,"LINESTRING (-111.9397030 33.4204945, -111.9398241 33.4204922)",auto;bike;walk,1,0,,
West 9th Street,204,5669184,127,126,1,11.26,1,24,1000,residential,6,"LINESTRING (-111.9398241 33.4204922, -111.9397030 33.4204945)",auto;bike;walk,1,0,,
West 9th Street,205,5669184,127,128,1,4.87,1,24,1000,residential,6,"LINESTRING (-111.9398241 33.4204922, -111.9398765 33.4204910)",auto;bike;walk,1,0,,
West 9th Street,206,5669184,128,127,1,4.87,1,24,1000,residential,6,"LINESTRING (-111.9398765 33.4204910, -111.9398241 33.4204922)",auto;bike;walk,1,0,,
